Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,15,5,1,0.333333333333333,0.0666666666666667
3,25,11,1,0.44,0.32
5,17,5,1,0.294117647058824,0.0588235294117647
6,19,4,1,0.210526315789474,0.0526315789473684
7,25,8,1,0.32,0.08
9,21,7,1,0.333333333333333,0.19047619047619
11,21,9,1,0.428571428571429,0.19047619047619
12,21,4,1,0.19047619047619,0.0476190476190476
19,21,9,1,0.428571428571429,0.0476190476190476
29,15,7,1,0.466666666666667,0.0666666666666667
34,25,8,1,0.32,0.2
35,21,7,0,0.428571428571429,0.333333333333333
4,17,8,1,0.470588235294118,0.0588235294117647
6,15,7,1,0.466666666666667,0.2
7,17,8,1,0.470588235294118,0.0588235294117647
8,19,4,1,0.210526315789474,0.0526315789473684
9,23,10,1,0.434782608695652,0.304347826086957
10,25,11,1,0.44,0.2
12,15,5,1,0.333333333333333,0.0666666666666667
15,15,3,1,0.2,0.0666666666666667
16,15,7,1,0.466666666666667,0.0666666666666667
18,25,8,1,0.32,0.2
24,19,9,1,0.473684210526316,0.0526315789473684
31,21,7,1,0.333333333333333,0.0476190476190476
